scenario,permutation_id,null_effect_units,observed_effect_units,standard_error_units,practical_threshold_units,as_or_more_extreme,simulated_two_sided_p_value,practically_meaningful
Precise small effect,391,-0.3011,0.8,0.2,2.0,No,0.0005,No
Precise small effect,392,-0.1074,0.8,0.2,2.0,No,0.0005,No
Precise small effect,393,-0.115,0.8,0.2,2.0,No,0.0005,No
Precise small effect,394,0.0874,0.8,0.2,2.0,No,0.0005,No
Precise small effect,395,-0.0778,0.8,0.2,2.0,No,0.0005,No
Precise small effect,396,0.2835,0.8,0.2,2.0,No,0.0005,No
Precise small effect,397,-0.0366,0.8,0.2,2.0,No,0.0005,No
Precise small effect,398,-0.094,0.8,0.2,2.0,No,0.0005,No
Precise small effect,399,0.2227,0.8,0.2,2.0,No,0.0005,No
Precise small effect,400,-0.2238,0.8,0.2,2.0,No,0.0005,No
Precise small effect,401,-0.1973,0.8,0.2,2.0,No,0.0005,No
Precise small effect,402,0.4303,0.8,0.2,2.0,No,0.0005,No
Precise small effect,403,0.1561,0.8,0.2,2.0,No,0.0005,No
Precise small effect,404,0.0512,0.8,0.2,2.0,No,0.0005,No
Precise small effect,405,0.2214,0.8,0.2,2.0,No,0.0005,No
Precise small effect,406,0.1332,0.8,0.2,2.0,No,0.0005,No
Precise small effect,407,0.1086,0.8,0.2,2.0,No,0.0005,No
Precise small effect,408,-0.5221,0.8,0.2,2.0,No,0.0005,No
Precise small effect,409,0.0926,0.8,0.2,2.0,No,0.0005,No
Precise small effect,410,-0.1119,0.8,0.2,2.0,No,0.0005,No
Precise small effect,411,0.1566,0.8,0.2,2.0,No,0.0005,No
Precise small effect,412,0.2138,0.8,0.2,2.0,No,0.0005,No
Precise small effect,413,-0.4898,0.8,0.2,2.0,No,0.0005,No
Precise small effect,414,-0.176,0.8,0.2,2.0,No,0.0005,No
Precise small effect,415,0.1611,0.8,0.2,2.0,No,0.0005,No
Precise small effect,416,-0.0004,0.8,0.2,2.0,No,0.0005,No
Precise small effect,417,-0.2497,0.8,0.2,2.0,No,0.0005,No
Precise small effect,418,-0.0475,0.8,0.2,2.0,No,0.0005,No
Precise small effect,419,0.0244,0.8,0.2,2.0,No,0.0005,No
Precise small effect,420,0.1101,0.8,0.2,2.0,No,0.0005,No
Precise small effect,421,0.3362,0.8,0.2,2.0,No,0.0005,No
Precise small effect,422,0.558,0.8,0.2,2.0,No,0.0005,No
Precise small effect,423,-0.0355,0.8,0.2,2.0,No,0.0005,No
Precise small effect,424,-0.0629,0.8,0.2,2.0,No,0.0005,No
Precise small effect,425,-0.163,0.8,0.2,2.0,No,0.0005,No
Precise small effect,426,0.0251,0.8,0.2,2.0,No,0.0005,No
Precise small effect,427,0.0222,0.8,0.2,2.0,No,0.0005,No
Precise small effect,428,-0.0097,0.8,0.2,2.0,No,0.0005,No
Precise small effect,429,-0.0991,0.8,0.2,2.0,No,0.0005,No
Precise small effect,430,0.4234,0.8,0.2,2.0,No,0.0005,No
Precise small effect,431,-0.3894,0.8,0.2,2.0,No,0.0005,No
Precise small effect,432,0.3056,0.8,0.2,2.0,No,0.0005,No
Precise small effect,433,-0.2126,0.8,0.2,2.0,No,0.0005,No
Precise small effect,434,-0.0067,0.8,0.2,2.0,No,0.0005,No
Precise small effect,435,-0.1705,0.8,0.2,2.0,No,0.0005,No
Precise small effect,436,-0.148,0.8,0.2,2.0,No,0.0005,No
Precise small effect,437,-0.1256,0.8,0.2,2.0,No,0.0005,No
Precise small effect,438,-0.0486,0.8,0.2,2.0,No,0.0005,No
Precise small effect,439,-0.0779,0.8,0.2,2.0,No,0.0005,No
Precise small effect,440,0.1219,0.8,0.2,2.0,No,0.0005,No
Precise small effect,441,0.0091,0.8,0.2,2.0,No,0.0005,No
Precise small effect,442,-0.3335,0.8,0.2,2.0,No,0.0005,No
Precise small effect,443,-0.0962,0.8,0.2,2.0,No,0.0005,No
Precise small effect,444,0.0667,0.8,0.2,2.0,No,0.0005,No
Precise small effect,445,0.017,0.8,0.2,2.0,No,0.0005,No
Precise small effect,446,0.1404,0.8,0.2,2.0,No,0.0005,No
Precise small effect,447,0.0919,0.8,0.2,2.0,No,0.0005,No
Precise small effect,448,-0.2268,0.8,0.2,2.0,No,0.0005,No
Precise small effect,449,-0.09,0.8,0.2,2.0,No,0.0005,No
Precise small effect,450,-0.1386,0.8,0.2,2.0,No,0.0005,No
Precise small effect,451,-0.0985,0.8,0.2,2.0,No,0.0005,No
Precise small effect,452,0.1132,0.8,0.2,2.0,No,0.0005,No
Precise small effect,453,-0.0809,0.8,0.2,2.0,No,0.0005,No
Precise small effect,454,0.077,0.8,0.2,2.0,No,0.0005,No
Precise small effect,455,0.1205,0.8,0.2,2.0,No,0.0005,No
Precise small effect,456,-0.0942,0.8,0.2,2.0,No,0.0005,No
Precise small effect,457,-0.0252,0.8,0.2,2.0,No,0.0005,No
Precise small effect,458,-0.2048,0.8,0.2,2.0,No,0.0005,No
Precise small effect,459,0.0228,0.8,0.2,2.0,No,0.0005,No
Precise small effect,460,0.0738,0.8,0.2,2.0,No,0.0005,No
Precise small effect,461,-0.0333,0.8,0.2,2.0,No,0.0005,No
Precise small effect,462,-0.4283,0.8,0.2,2.0,No,0.0005,No
Precise small effect,463,-0.1539,0.8,0.2,2.0,No,0.0005,No
Precise small effect,464,-0.3948,0.8,0.2,2.0,No,0.0005,No
Precise small effect,465,0.1664,0.8,0.2,2.0,No,0.0005,No
Precise small effect,466,0.0716,0.8,0.2,2.0,No,0.0005,No
Precise small effect,467,0.0367,0.8,0.2,2.0,No,0.0005,No
Precise small effect,468,-0.027,0.8,0.2,2.0,No,0.0005,No
Precise small effect,469,0.2477,0.8,0.2,2.0,No,0.0005,No
Precise small effect,470,-0.273,0.8,0.2,2.0,No,0.0005,No
Precise small effect,471,-0.1011,0.8,0.2,2.0,No,0.0005,No
Precise small effect,472,0.1607,0.8,0.2,2.0,No,0.0005,No
Precise small effect,473,-0.4508,0.8,0.2,2.0,No,0.0005,No
Precise small effect,474,-0.2552,0.8,0.2,2.0,No,0.0005,No
Precise small effect,475,0.2359,0.8,0.2,2.0,No,0.0005,No
Precise small effect,476,0.1068,0.8,0.2,2.0,No,0.0005,No
Precise small effect,477,0.0486,0.8,0.2,2.0,No,0.0005,No
Precise small effect,478,-0.0782,0.8,0.2,2.0,No,0.0005,No
Precise small effect,479,-0.0661,0.8,0.2,2.0,No,0.0005,No
Precise small effect,480,0.4268,0.8,0.2,2.0,No,0.0005,No
Precise small effect,481,-0.0524,0.8,0.2,2.0,No,0.0005,No
Precise small effect,482,0.0124,0.8,0.2,2.0,No,0.0005,No
Precise small effect,483,0.0274,0.8,0.2,2.0,No,0.0005,No
Precise small effect,484,-0.2842,0.8,0.2,2.0,No,0.0005,No
Precise small effect,485,0.2754,0.8,0.2,2.0,No,0.0005,No
Precise small effect,486,0.0348,0.8,0.2,2.0,No,0.0005,No
Precise small effect,487,-0.1731,0.8,0.2,2.0,No,0.0005,No
Precise small effect,488,0.4744,0.8,0.2,2.0,No,0.0005,No
Precise small effect,489,-0.1649,0.8,0.2,2.0,No,0.0005,No
Precise small effect,490,0.2612,0.8,0.2,2.0,No,0.0005,No
Precise small effect,491,-0.0343,0.8,0.2,2.0,No,0.0005,No
Precise small effect,492,-0.0381,0.8,0.2,2.0,No,0.0005,No
Precise small effect,493,0.0832,0.8,0.2,2.0,No,0.0005,No
Precise small effect,494,0.0759,0.8,0.2,2.0,No,0.0005,No
Precise small effect,495,-0.1976,0.8,0.2,2.0,No,0.0005,No
Precise small effect,496,-0.1549,0.8,0.2,2.0,No,0.0005,No
Precise small effect,497,0.4178,0.8,0.2,2.0,No,0.0005,No
Precise small effect,498,0.4268,0.8,0.2,2.0,No,0.0005,No
Precise small effect,499,0.3047,0.8,0.2,2.0,No,0.0005,No
Precise small effect,500,0.1803,0.8,0.2,2.0,No,0.0005,No
Precise small effect,501,-0.2171,0.8,0.2,2.0,No,0.0005,No
Precise small effect,502,-0.1288,0.8,0.2,2.0,No,0.0005,No
Precise small effect,503,0.2425,0.8,0.2,2.0,No,0.0005,No
Precise small effect,504,0.1009,0.8,0.2,2.0,No,0.0005,No
Precise small effect,505,-0.233,0.8,0.2,2.0,No,0.0005,No
Precise small effect,506,-0.0452,0.8,0.2,2.0,No,0.0005,No
Precise small effect,507,0.1184,0.8,0.2,2.0,No,0.0005,No
Precise small effect,508,-0.4109,0.8,0.2,2.0,No,0.0005,No
Precise small effect,509,0.079,0.8,0.2,2.0,No,0.0005,No
Precise small effect,510,0.0042,0.8,0.2,2.0,No,0.0005,No
Precise small effect,511,-0.1452,0.8,0.2,2.0,No,0.0005,No
Precise small effect,512,0.2823,0.8,0.2,2.0,No,0.0005,No
Precise small effect,513,-0.054,0.8,0.2,2.0,No,0.0005,No
Precise small effect,514,-0.0921,0.8,0.2,2.0,No,0.0005,No
Precise small effect,515,0.0178,0.8,0.2,2.0,No,0.0005,No
Precise small effect,516,0.3461,0.8,0.2,2.0,No,0.0005,No
Precise small effect,517,0.0697,0.8,0.2,2.0,No,0.0005,No
Precise small effect,518,-0.1748,0.8,0.2,2.0,No,0.0005,No
Precise small effect,519,0.1209,0.8,0.2,2.0,No,0.0005,No
Precise small effect,520,-0.1821,0.8,0.2,2.0,No,0.0005,No
Precise small effect,521,-0.1758,0.8,0.2,2.0,No,0.0005,No
Precise small effect,522,0.1517,0.8,0.2,2.0,No,0.0005,No
Precise small effect,523,0.008,0.8,0.2,2.0,No,0.0005,No
Precise small effect,524,-0.1949,0.8,0.2,2.0,No,0.0005,No
Precise small effect,525,0.2253,0.8,0.2,2.0,No,0.0005,No
Precise small effect,526,-0.0954,0.8,0.2,2.0,No,0.0005,No
Precise small effect,527,0.0644,0.8,0.2,2.0,No,0.0005,No
Precise small effect,528,0.1851,0.8,0.2,2.0,No,0.0005,No
Precise small effect,529,0.2227,0.8,0.2,2.0,No,0.0005,No
Precise small effect,530,0.0855,0.8,0.2,2.0,No,0.0005,No
Precise small effect,531,-0.0662,0.8,0.2,2.0,No,0.0005,No
Precise small effect,532,0.1936,0.8,0.2,2.0,No,0.0005,No
Precise small effect,533,0.0326,0.8,0.2,2.0,No,0.0005,No
Precise small effect,534,-0.0142,0.8,0.2,2.0,No,0.0005,No
Precise small effect,535,0.0513,0.8,0.2,2.0,No,0.0005,No
Precise small effect,536,-0.0185,0.8,0.2,2.0,No,0.0005,No
Precise small effect,537,-0.1536,0.8,0.2,2.0,No,0.0005,No
Precise small effect,538,0.2824,0.8,0.2,2.0,No,0.0005,No
Precise small effect,539,0.0773,0.8,0.2,2.0,No,0.0005,No
Precise small effect,540,-0.2802,0.8,0.2,2.0,No,0.0005,No
Precise small effect,541,0.3325,0.8,0.2,2.0,No,0.0005,No
Precise small effect,542,0.2758,0.8,0.2,2.0,No,0.0005,No
Precise small effect,543,-0.2813,0.8,0.2,2.0,No,0.0005,No
Precise small effect,544,-0.0773,0.8,0.2,2.0,No,0.0005,No
Precise small effect,545,-0.0876,0.8,0.2,2.0,No,0.0005,No
Precise small effect,546,0.1357,0.8,0.2,2.0,No,0.0005,No
Precise small effect,547,-0.049,0.8,0.2,2.0,No,0.0005,No
Precise small effect,548,-0.0523,0.8,0.2,2.0,No,0.0005,No
Precise small effect,549,0.4515,0.8,0.2,2.0,No,0.0005,No
Precise small effect,550,0.0509,0.8,0.2,2.0,No,0.0005,No
Precise small effect,551,-0.0778,0.8,0.2,2.0,No,0.0005,No
Precise small effect,552,-0.0121,0.8,0.2,2.0,No,0.0005,No
Precise small effect,553,0.2887,0.8,0.2,2.0,No,0.0005,No
Precise small effect,554,0.3159,0.8,0.2,2.0,No,0.0005,No
Precise small effect,555,0.3076,0.8,0.2,2.0,No,0.0005,No
Precise small effect,556,-0.0604,0.8,0.2,2.0,No,0.0005,No
Precise small effect,557,-0.2389,0.8,0.2,2.0,No,0.0005,No
Precise small effect,558,0.1739,0.8,0.2,2.0,No,0.0005,No
Precise small effect,559,0.2901,0.8,0.2,2.0,No,0.0005,No
Precise small effect,560,0.3355,0.8,0.2,2.0,No,0.0005,No
Precise small effect,561,-0.0406,0.8,0.2,2.0,No,0.0005,No
Precise small effect,562,-0.2222,0.8,0.2,2.0,No,0.0005,No
Precise small effect,563,0.2212,0.8,0.2,2.0,No,0.0005,No
Precise small effect,564,0.2247,0.8,0.2,2.0,No,0.0005,No
Precise small effect,565,-0.3745,0.8,0.2,2.0,No,0.0005,No
Precise small effect,566,-0.0362,0.8,0.2,2.0,No,0.0005,No
Precise small effect,567,-0.0144,0.8,0.2,2.0,No,0.0005,No
Precise small effect,568,0.2721,0.8,0.2,2.0,No,0.0005,No
Precise small effect,569,-0.0982,0.8,0.2,2.0,No,0.0005,No
Precise small effect,570,0.0871,0.8,0.2,2.0,No,0.0005,No
Precise small effect,571,0.3942,0.8,0.2,2.0,No,0.0005,No
Precise small effect,572,-0.3242,0.8,0.2,2.0,No,0.0005,No
Precise small effect,573,0.1626,0.8,0.2,2.0,No,0.0005,No
Precise small effect,574,-0.217,0.8,0.2,2.0,No,0.0005,No
Precise small effect,575,-0.0918,0.8,0.2,2.0,No,0.0005,No
Precise small effect,576,-0.0201,0.8,0.2,2.0,No,0.0005,No
Precise small effect,577,-0.1082,0.8,0.2,2.0,No,0.0005,No
Precise small effect,578,-0.1141,0.8,0.2,2.0,No,0.0005,No
Precise small effect,579,0.0328,0.8,0.2,2.0,No,0.0005,No
Precise small effect,580,-0.0288,0.8,0.2,2.0,No,0.0005,No
Precise small effect,581,0.071,0.8,0.2,2.0,No,0.0005,No
Precise small effect,582,0.1473,0.8,0.2,2.0,No,0.0005,No
Precise small effect,583,-0.2521,0.8,0.2,2.0,No,0.0005,No
Precise small effect,584,-0.1229,0.8,0.2,2.0,No,0.0005,No
Precise small effect,585,0.0053,0.8,0.2,2.0,No,0.0005,No
Precise small effect,586,0.0601,0.8,0.2,2.0,No,0.0005,No
Precise small effect,587,-0.2405,0.8,0.2,2.0,No,0.0005,No
Precise small effect,588,-0.1421,0.8,0.2,2.0,No,0.0005,No
Precise small effect,589,-0.2262,0.8,0.2,2.0,No,0.0005,No
Precise small effect,590,-0.2694,0.8,0.2,2.0,No,0.0005,No
Precise small effect,591,0.018,0.8,0.2,2.0,No,0.0005,No
Precise small effect,592,0.0639,0.8,0.2,2.0,No,0.0005,No
Precise small effect,593,0.1855,0.8,0.2,2.0,No,0.0005,No
Precise small effect,594,-0.0353,0.8,0.2,2.0,No,0.0005,No
Precise small effect,595,-0.261,0.8,0.2,2.0,No,0.0005,No
Precise small effect,596,-0.1217,0.8,0.2,2.0,No,0.0005,No
Precise small effect,597,-0.1689,0.8,0.2,2.0,No,0.0005,No
Precise small effect,598,0.322,0.8,0.2,2.0,No,0.0005,No
Precise small effect,599,-0.0993,0.8,0.2,2.0,No,0.0005,No
Precise small effect,600,-0.2227,0.8,0.2,2.0,No,0.0005,No
Precise small effect,601,-0.0067,0.8,0.2,2.0,No,0.0005,No
Precise small effect,602,-0.0098,0.8,0.2,2.0,No,0.0005,No
Precise small effect,603,-0.062,0.8,0.2,2.0,No,0.0005,No
Precise small effect,604,-0.0416,0.8,0.2,2.0,No,0.0005,No
Precise small effect,605,-0.0478,0.8,0.2,2.0,No,0.0005,No
Precise small effect,606,0.0339,0.8,0.2,2.0,No,0.0005,No
Precise small effect,607,-0.0288,0.8,0.2,2.0,No,0.0005,No
Precise small effect,608,-0.2188,0.8,0.2,2.0,No,0.0005,No
Precise small effect,609,0.036,0.8,0.2,2.0,No,0.0005,No
Precise small effect,610,-0.2161,0.8,0.2,2.0,No,0.0005,No
Precise small effect,611,-0.1289,0.8,0.2,2.0,No,0.0005,No
Precise small effect,612,-0.1142,0.8,0.2,2.0,No,0.0005,No
Precise small effect,613,-0.1534,0.8,0.2,2.0,No,0.0005,No
Precise small effect,614,-0.0499,0.8,0.2,2.0,No,0.0005,No
Precise small effect,615,0.0201,0.8,0.2,2.0,No,0.0005,No
Precise small effect,616,-0.2624,0.8,0.2,2.0,No,0.0005,No
Precise small effect,617,0.2259,0.8,0.2,2.0,No,0.0005,No
Precise small effect,618,0.1641,0.8,0.2,2.0,No,0.0005,No
Precise small effect,619,-0.0288,0.8,0.2,2.0,No,0.0005,No
Precise small effect,620,-0.0954,0.8,0.2,2.0,No,0.0005,No
Precise small effect,621,-0.1893,0.8,0.2,2.0,No,0.0005,No
Precise small effect,622,0.0089,0.8,0.2,2.0,No,0.0005,No
Precise small effect,623,-0.1342,0.8,0.2,2.0,No,0.0005,No
Precise small effect,624,0.3921,0.8,0.2,2.0,No,0.0005,No
Precise small effect,625,-0.1633,0.8,0.2,2.0,No,0.0005,No
Precise small effect,626,-0.1627,0.8,0.2,2.0,No,0.0005,No
Precise small effect,627,-0.2589,0.8,0.2,2.0,No,0.0005,No
Precise small effect,628,-0.0347,0.8,0.2,2.0,No,0.0005,No
Precise small effect,629,0.2242,0.8,0.2,2.0,No,0.0005,No
Precise small effect,630,0.1226,0.8,0.2,2.0,No,0.0005,No
Precise small effect,631,-0.1282,0.8,0.2,2.0,No,0.0005,No
Precise small effect,632,-0.6724,0.8,0.2,2.0,No,0.0005,No
Precise small effect,633,-0.2311,0.8,0.2,2.0,No,0.0005,No
Precise small effect,634,-0.283,0.8,0.2,2.0,No,0.0005,No
Precise small effect,635,-0.2296,0.8,0.2,2.0,No,0.0005,No
Precise small effect,636,-0.371,0.8,0.2,2.0,No,0.0005,No
Precise small effect,637,-0.0465,0.8,0.2,2.0,No,0.0005,No
Precise small effect,638,-0.1494,0.8,0.2,2.0,No,0.0005,No
Precise small effect,639,0.1366,0.8,0.2,2.0,No,0.0005,No
Precise small effect,640,0.1696,0.8,0.2,2.0,No,0.0005,No
Precise small effect,641,-0.112,0.8,0.2,2.0,No,0.0005,No
Precise small effect,642,0.2539,0.8,0.2,2.0,No,0.0005,No
Precise small effect,643,0.3051,0.8,0.2,2.0,No,0.0005,No
Precise small effect,644,0.0328,0.8,0.2,2.0,No,0.0005,No
Precise small effect,645,0.0211,0.8,0.2,2.0,No,0.0005,No
Precise small effect,646,0.4038,0.8,0.2,2.0,No,0.0005,No
Precise small effect,647,0.2762,0.8,0.2,2.0,No,0.0005,No
Precise small effect,648,-0.1481,0.8,0.2,2.0,No,0.0005,No
Precise small effect,649,-0.1035,0.8,0.2,2.0,No,0.0005,No
Precise small effect,650,-0.278,0.8,0.2,2.0,No,0.0005,No
Precise small effect,651,0.1116,0.8,0.2,2.0,No,0.0005,No
Precise small effect,652,0.1023,0.8,0.2,2.0,No,0.0005,No
Precise small effect,653,-0.1007,0.8,0.2,2.0,No,0.0005,No
Precise small effect,654,-0.0884,0.8,0.2,2.0,No,0.0005,No
Precise small effect,655,-0.0713,0.8,0.2,2.0,No,0.0005,No
Precise small effect,656,0.1685,0.8,0.2,2.0,No,0.0005,No
Precise small effect,657,-0.1696,0.8,0.2,2.0,No,0.0005,No
Precise small effect,658,0.1234,0.8,0.2,2.0,No,0.0005,No
Precise small effect,659,-0.0989,0.8,0.2,2.0,No,0.0005,No
Precise small effect,660,-0.2915,0.8,0.2,2.0,No,0.0005,No
Precise small effect,661,-0.253,0.8,0.2,2.0,No,0.0005,No
Precise small effect,662,-0.0895,0.8,0.2,2.0,No,0.0005,No
Precise small effect,663,-0.0804,0.8,0.2,2.0,No,0.0005,No
Precise small effect,664,0.146,0.8,0.2,2.0,No,0.0005,No
Precise small effect,665,-0.0239,0.8,0.2,2.0,No,0.0005,No
Precise small effect,666,-0.4384,0.8,0.2,2.0,No,0.0005,No
Precise small effect,667,-0.0288,0.8,0.2,2.0,No,0.0005,No
Precise small effect,668,-0.128,0.8,0.2,2.0,No,0.0005,No
Precise small effect,669,-0.0607,0.8,0.2,2.0,No,0.0005,No
Precise small effect,670,-0.1242,0.8,0.2,2.0,No,0.0005,No
Precise small effect,671,-0.1319,0.8,0.2,2.0,No,0.0005,No
Precise small effect,672,-0.2331,0.8,0.2,2.0,No,0.0005,No
Precise small effect,673,0.1927,0.8,0.2,2.0,No,0.0005,No
Precise small effect,674,-0.287,0.8,0.2,2.0,No,0.0005,No
Precise small effect,675,-0.1269,0.8,0.2,2.0,No,0.0005,No
Precise small effect,676,-0.1775,0.8,0.2,2.0,No,0.0005,No
Precise small effect,677,0.1045,0.8,0.2,2.0,No,0.0005,No
Precise small effect,678,-0.1729,0.8,0.2,2.0,No,0.0005,No
Precise small effect,679,0.1409,0.8,0.2,2.0,No,0.0005,No
Precise small effect,680,0.4347,0.8,0.2,2.0,No,0.0005,No
Precise small effect,681,0.389,0.8,0.2,2.0,No,0.0005,No
Precise small effect,682,-0.0215,0.8,0.2,2.0,No,0.0005,No
Precise small effect,683,-0.1455,0.8,0.2,2.0,No,0.0005,No
Precise small effect,684,-0.2197,0.8,0.2,2.0,No,0.0005,No
Precise small effect,685,0.1295,0.8,0.2,2.0,No,0.0005,No
Precise small effect,686,-0.1368,0.8,0.2,2.0,No,0.0005,No
Precise small effect,687,0.1775,0.8,0.2,2.0,No,0.0005,No
Precise small effect,688,-0.1058,0.8,0.2,2.0,No,0.0005,No
Precise small effect,689,0.4273,0.8,0.2,2.0,No,0.0005,No
Precise small effect,690,-0.3537,0.8,0.2,2.0,No,0.0005,No
Precise small effect,691,0.2162,0.8,0.2,2.0,No,0.0005,No
Precise small effect,692,-0.0274,0.8,0.2,2.0,No,0.0005,No
Precise small effect,693,0.0658,0.8,0.2,2.0,No,0.0005,No
Precise small effect,694,0.1327,0.8,0.2,2.0,No,0.0005,No
Precise small effect,695,0.1288,0.8,0.2,2.0,No,0.0005,No
Precise small effect,696,-0.0492,0.8,0.2,2.0,No,0.0005,No
Precise small effect,697,-0.1833,0.8,0.2,2.0,No,0.0005,No
Precise small effect,698,-0.2868,0.8,0.2,2.0,No,0.0005,No
Precise small effect,699,-0.1168,0.8,0.2,2.0,No,0.0005,No
Precise small effect,700,-0.044,0.8,0.2,2.0,No,0.0005,No
Precise small effect,701,0.2262,0.8,0.2,2.0,No,0.0005,No
Precise small effect,702,-0.1769,0.8,0.2,2.0,No,0.0005,No
Precise small effect,703,0.2067,0.8,0.2,2.0,No,0.0005,No
Precise small effect,704,-0.2139,0.8,0.2,2.0,No,0.0005,No
Precise small effect,705,0.0977,0.8,0.2,2.0,No,0.0005,No
Precise small effect,706,0.3042,0.8,0.2,2.0,No,0.0005,No
Precise small effect,707,0.1771,0.8,0.2,2.0,No,0.0005,No
Precise small effect,708,0.2062,0.8,0.2,2.0,No,0.0005,No
Precise small effect,709,0.1535,0.8,0.2,2.0,No,0.0005,No
Precise small effect,710,0.0914,0.8,0.2,2.0,No,0.0005,No
Precise small effect,711,0.2637,0.8,0.2,2.0,No,0.0005,No
Precise small effect,712,0.1062,0.8,0.2,2.0,No,0.0005,No
Precise small effect,713,0.0151,0.8,0.2,2.0,No,0.0005,No
Precise small effect,714,-0.1641,0.8,0.2,2.0,No,0.0005,No
Precise small effect,715,0.3655,0.8,0.2,2.0,No,0.0005,No
Precise small effect,716,-0.0211,0.8,0.2,2.0,No,0.0005,No
Precise small effect,717,0.0686,0.8,0.2,2.0,No,0.0005,No
Precise small effect,718,-0.3767,0.8,0.2,2.0,No,0.0005,No
Precise small effect,719,0.1912,0.8,0.2,2.0,No,0.0005,No
Precise small effect,720,-0.2117,0.8,0.2,2.0,No,0.0005,No
Precise small effect,721,0.1442,0.8,0.2,2.0,No,0.0005,No
Precise small effect,722,-0.1221,0.8,0.2,2.0,No,0.0005,No
Precise small effect,723,-0.1485,0.8,0.2,2.0,No,0.0005,No
Precise small effect,724,-0.1314,0.8,0.2,2.0,No,0.0005,No
Precise small effect,725,-0.0605,0.8,0.2,2.0,No,0.0005,No
Precise small effect,726,0.1552,0.8,0.2,2.0,No,0.0005,No
Precise small effect,727,0.1519,0.8,0.2,2.0,No,0.0005,No
Precise small effect,728,0.3557,0.8,0.2,2.0,No,0.0005,No
Precise small effect,729,0.0366,0.8,0.2,2.0,No,0.0005,No
Precise small effect,730,-0.1833,0.8,0.2,2.0,No,0.0005,No
Precise small effect,731,0.1421,0.8,0.2,2.0,No,0.0005,No
Precise small effect,732,-0.1749,0.8,0.2,2.0,No,0.0005,No
Precise small effect,733,-0.232,0.8,0.2,2.0,No,0.0005,No
Precise small effect,734,0.1746,0.8,0.2,2.0,No,0.0005,No
Precise small effect,735,0.0104,0.8,0.2,2.0,No,0.0005,No
Precise small effect,736,0.108,0.8,0.2,2.0,No,0.0005,No
Precise small effect,737,-0.1745,0.8,0.2,2.0,No,0.0005,No
Precise small effect,738,0.172,0.8,0.2,2.0,No,0.0005,No
Precise small effect,739,0.0158,0.8,0.2,2.0,No,0.0005,No
Precise small effect,740,0.0581,0.8,0.2,2.0,No,0.0005,No
Precise small effect,741,-0.1885,0.8,0.2,2.0,No,0.0005,No
Precise small effect,742,-0.2705,0.8,0.2,2.0,No,0.0005,No
Precise small effect,743,0.064,0.8,0.2,2.0,No,0.0005,No
Precise small effect,744,-0.1298,0.8,0.2,2.0,No,0.0005,No
Precise small effect,745,-0.0165,0.8,0.2,2.0,No,0.0005,No
Precise small effect,746,-0.0178,0.8,0.2,2.0,No,0.0005,No
Precise small effect,747,0.0742,0.8,0.2,2.0,No,0.0005,No
Precise small effect,748,-0.0591,0.8,0.2,2.0,No,0.0005,No
Precise small effect,749,-0.2373,0.8,0.2,2.0,No,0.0005,No
Precise small effect,750,0.0025,0.8,0.2,2.0,No,0.0005,No
Precise small effect,751,0.0921,0.8,0.2,2.0,No,0.0005,No
Precise small effect,752,-0.0506,0.8,0.2,2.0,No,0.0005,No
Precise small effect,753,0.0606,0.8,0.2,2.0,No,0.0005,No
Precise small effect,754,-0.0982,0.8,0.2,2.0,No,0.0005,No
Precise small effect,755,-0.1681,0.8,0.2,2.0,No,0.0005,No
Precise small effect,756,0.3087,0.8,0.2,2.0,No,0.0005,No
Precise small effect,757,0.2351,0.8,0.2,2.0,No,0.0005,No
Precise small effect,758,-0.2845,0.8,0.2,2.0,No,0.0005,No
Precise small effect,759,-0.2107,0.8,0.2,2.0,No,0.0005,No
Precise small effect,760,0.0188,0.8,0.2,2.0,No,0.0005,No
Precise small effect,761,-0.0978,0.8,0.2,2.0,No,0.0005,No
Precise small effect,762,-0.0608,0.8,0.2,2.0,No,0.0005,No
Precise small effect,763,-0.085,0.8,0.2,2.0,No,0.0005,No
Precise small effect,764,0.0349,0.8,0.2,2.0,No,0.0005,No
Precise small effect,765,-0.0236,0.8,0.2,2.0,No,0.0005,No
Precise small effect,766,-0.3281,0.8,0.2,2.0,No,0.0005,No
Precise small effect,767,0.279,0.8,0.2,2.0,No,0.0005,No
Precise small effect,768,-0.0092,0.8,0.2,2.0,No,0.0005,No
Precise small effect,769,-0.0626,0.8,0.2,2.0,No,0.0005,No
