shipment_id,prediction_date,split,route_distance_km,port_congestion_index,fragile_product,actual_late,true_late_probability,train_prevalence_baseline,raw_probability,calibrated_probability,raw_predicted_late,calibrated_predicted_late,raw_brier_contribution,calibrated_brier_contribution
S47-0900,2025-06-18,calibration,663.2,0.806,0,1,0.526874,0.290000,0.196133,0.295055,0,0,0.646202,0.496947
S47-0901,2025-06-19,calibration,679.1,0.691,0,1,0.452717,0.290000,0.235203,0.321086,0,0,0.584914,0.460924
S47-0902,2025-06-20,calibration,447.8,0.251,0,0,0.099428,0.290000,0.005435,0.187359,0,0,0.000030,0.035103
S47-0903,2025-06-21,calibration,932.3,0.472,0,1,0.478239,0.290000,0.385091,0.430431,0,0,0.378114,0.324409
S47-0904,2025-06-22,calibration,582.6,0.355,0,0,0.184342,0.290000,0.104635,0.239200,0,0,0.010948,0.057217
S47-0905,2025-06-23,calibration,624.3,0.662,0,1,0.391479,0.290000,0.422742,0.459499,0,0,0.333227,0.292141
S47-0906,2025-06-24,calibration,695.0,0.280,0,0,0.201813,0.290000,0.088512,0.230146,0,0,0.007834,0.052967
S47-0907,2025-06-25,calibration,105.1,0.401,0,0,0.058321,0.290000,0.017185,0.193017,0,0,0.000295,0.037256
S47-0908,2025-06-26,calibration,468.7,0.456,0,1,0.178594,0.290000,0.097868,0.235371,0,0,0.813842,0.584658
S47-0909,2025-06-27,calibration,783.2,0.803,1,1,0.795532,0.290000,0.871234,0.775575,1,1,0.016581,0.050367
S47-0910,2025-06-28,calibration,338.1,0.347,0,0,0.095808,0.290000,0.059187,0.214302,0,0,0.003503,0.045926
S47-0911,2025-06-29,calibration,621.4,0.263,0,0,0.161542,0.290000,0.075095,0.222797,0,0,0.005639,0.049639
S47-0912,2025-06-30,calibration,673.0,0.710,0,1,0.462322,0.290000,0.212972,0.306124,0,0,0.619412,0.481463
S47-0913,2025-07-01,calibration,708.8,0.065,0,0,0.121468,0.290000,0.028456,0.198566,0,0,0.000810,0.039429
S47-0914,2025-07-02,calibration,257.4,0.500,0,0,0.116315,0.290000,0.008682,0.188910,0,0,0.000075,0.035687
S47-0915,2025-07-03,calibration,458.7,0.694,0,0,0.301135,0.290000,0.057791,0.213569,0,0,0.003340,0.045612
S47-0916,2025-07-04,calibration,555.5,0.851,1,1,0.694130,0.290000,0.514806,0.531340,1,1,0.235413,0.219642
S47-0917,2025-07-05,calibration,509.0,0.394,0,0,0.169243,0.290000,0.123921,0.250347,0,0,0.015356,0.062674
S47-0918,2025-07-06,calibration,930.0,0.475,1,1,0.693174,0.290000,0.716714,0.680677,1,1,0.080251,0.101967
S47-0919,2025-07-07,calibration,708.2,0.749,0,1,0.517892,0.290000,0.323277,0.383816,0,0,0.457955,0.379683
S47-0920,2025-07-08,calibration,583.2,0.371,0,0,0.191948,0.290000,0.107787,0.240998,0,0,0.011618,0.058080
S47-0921,2025-07-09,calibration,729.6,0.613,0,1,0.432367,0.290000,0.379537,0.426179,0,0,0.384974,0.329271
S47-0922,2025-07-10,calibration,551.4,0.301,0,0,0.148958,0.290000,0.140462,0.260179,0,0,0.019730,0.067693
S47-0923,2025-07-11,calibration,397.7,0.491,0,0,0.163297,0.290000,0.127015,0.252167,0,0,0.016133,0.063588
S47-0924,2025-07-12,calibration,1045.1,0.429,0,1,0.530537,0.290000,0.511571,0.528820,1,1,0.238563,0.222011
S47-0925,2025-07-13,calibration,765.9,0.549,0,0,0.412098,0.290000,0.216329,0.308359,0,0,0.046798,0.095085
S47-0926,2025-07-14,calibration,667.3,0.444,0,1,0.275659,0.290000,0.165838,0.275741,0,0,0.695826,0.524552
S47-0927,2025-07-15,calibration,610.8,0.535,1,1,0.509349,0.290000,0.697820,0.667701,1,1,0.091313,0.110423
S47-0928,2025-07-16,calibration,813.2,0.219,0,0,0.230871,0.290000,0.176412,0.282392,0,0,0.031121,0.079745
S47-0929,2025-07-17,calibration,397.4,0.846,1,1,0.581808,0.290000,0.146981,0.264122,0,0,0.727642,0.541517
S47-0930,2025-07-18,calibration,472.8,0.458,1,0,0.352607,0.290000,0.118460,0.247156,0,0,0.014033,0.061086
S47-0931,2025-07-19,calibration,522.2,0.274,0,0,0.128824,0.290000,0.068850,0.219434,0,0,0.004740,0.048151
S47-0932,2025-07-20,calibration,686.8,0.757,1,0,0.717359,0.290000,0.798192,0.733345,1,1,0.637110,0.537795
S47-0933,2025-07-21,calibration,429.0,0.453,0,0,0.160569,0.290000,0.066027,0.217926,0,0,0.004360,0.047492
S47-0934,2025-07-22,calibration,496.6,0.585,0,0,0.258228,0.290000,0.047104,0.208009,0,0,0.002219,0.043268
S47-0935,2025-07-23,calibration,790.9,0.768,0,0,0.593077,0.290000,0.578844,0.580729,1,1,0.335060,0.337246
S47-0936,2025-07-24,calibration,879.0,0.387,1,0,0.598207,0.290000,0.415254,0.453690,0,0,0.172436,0.205835
S47-0937,2025-07-25,calibration,607.5,0.131,0,0,0.110612,0.290000,0.080055,0.225494,0,0,0.006409,0.050848
S47-0938,2025-07-26,calibration,673.9,0.478,0,0,0.300630,0.290000,0.114500,0.244859,0,0,0.013110,0.059956
S47-0939,2025-07-27,calibration,541.4,0.416,1,0,0.371030,0.290000,0.172047,0.279635,0,0,0.029600,0.078196
S47-0940,2025-07-28,calibration,106.2,0.148,1,0,0.066770,0.290000,0.022208,0.195476,0,0,0.000493,0.038211
S47-0941,2025-07-29,calibration,457.4,0.191,0,0,0.086685,0.290000,0.005435,0.187359,0,0,0.000030,0.035103
S47-0942,2025-07-30,calibration,853.9,0.049,1,0,0.333744,0.290000,0.352127,0.405363,0,0,0.123994,0.164319
S47-0943,2025-07-31,calibration,910.2,0.147,0,0,0.244456,0.290000,0.093140,0.232721,0,0,0.008675,0.054159
S47-0944,2025-08-01,calibration,439.3,0.761,0,0,0.332012,0.290000,0.134911,0.256852,0,0,0.018201,0.065973
S47-0945,2025-08-02,calibration,683.2,0.332,0,1,0.221939,0.290000,0.262587,0.340030,0,0,0.543778,0.435560
S47-0946,2025-08-03,calibration,750.1,0.533,0,1,0.389194,0.290000,0.277493,0.350567,0,0,0.522017,0.421763
S47-0947,2025-08-04,calibration,677.5,0.553,0,1,0.352401,0.290000,0.133759,0.256165,0,0,0.750373,0.553291
S47-0948,2025-08-05,calibration,422.6,0.422,1,0,0.296046,0.290000,0.039985,0.204366,0,0,0.001599,0.041765
S47-0949,2025-08-06,calibration,391.2,0.822,0,1,0.340650,0.290000,0.154700,0.268840,0,0,0.714532,0.534595
S47-0950,2025-08-07,calibration,646.3,0.473,0,1,0.280476,0.290000,0.027268,0.197976,0,0,0.946208,0.643243
S47-0951,2025-08-08,test,648.4,0.651,0,0,0.400880,0.290000,0.218924,0.310092,0,0,0.047928,0.096157
S47-0952,2025-08-09,test,1064.4,0.354,0,0,0.488802,0.290000,0.346515,0.401140,0,0,0.120073,0.160913
S47-0953,2025-08-10,test,517.1,0.332,0,0,0.147707,0.290000,0.079894,0.225406,0,0,0.006383,0.050808
S47-0954,2025-08-11,test,851.3,0.628,0,1,0.534420,0.290000,0.607939,0.602705,1,1,0.153712,0.157844
S47-0955,2025-08-12,test,490.2,0.328,0,0,0.136414,0.290000,0.061775,0.215668,0,0,0.003816,0.046513
S47-0956,2025-08-13,test,367.0,0.309,0,0,0.093469,0.290000,0.100897,0.237080,0,0,0.010180,0.056207
S47-0957,2025-08-14,test,688.7,0.507,0,0,0.328958,0.290000,0.339254,0.395698,0,0,0.115093,0.156577
S47-0958,2025-08-15,test,565.6,0.705,0,0,0.380318,0.290000,0.284197,0.355354,0,0,0.080768,0.126277
S47-0959,2025-08-16,test,732.4,0.753,0,1,0.538971,0.290000,0.422248,0.459116,0,0,0.333797,0.292556
S47-0960,2025-08-17,test,821.1,0.100,0,0,0.177016,0.290000,0.040102,0.204426,0,0,0.001608,0.041790
S47-0961,2025-08-18,test,818.6,0.482,0,0,0.401745,0.290000,0.324083,0.384413,0,0,0.105030,0.147773
S47-0962,2025-08-19,test,926.0,0.269,0,0,0.328495,0.290000,0.186755,0.288993,0,0,0.034878,0.083517
S47-0963,2025-08-20,test,629.4,0.715,0,1,0.433693,0.290000,0.437055,0.470634,0,0,0.316907,0.280229
S47-0964,2025-08-21,test,604.7,0.310,1,0,0.341661,0.290000,0.151180,0.266682,0,0,0.022855,0.071119
S47-0965,2025-08-22,test,662.8,0.176,0,0,0.143859,0.290000,0.038110,0.203414,0,0,0.001452,0.041377
S47-0966,2025-08-23,test,1084.6,0.424,0,0,0.556211,0.290000,0.474759,0.500075,0,1,0.225396,0.250075
S47-0967,2025-08-24,test,713.1,0.051,0,0,0.118397,0.290000,0.028455,0.198566,0,0,0.000810,0.039428
S47-0968,2025-08-25,test,791.4,0.752,0,1,0.581808,0.290000,0.604153,0.599867,1,1,0.156695,0.160107
S47-0969,2025-08-26,test,389.9,0.485,0,0,0.157719,0.290000,0.125556,0.251308,0,0,0.015764,0.063156
S47-0970,2025-08-27,test,807.8,0.833,0,1,0.650764,0.290000,0.630732,0.619640,1,1,0.136359,0.144674
S47-0971,2025-08-28,test,591.3,0.752,1,1,0.652467,0.290000,0.562445,0.568195,1,1,0.191454,0.186456
S47-0972,2025-08-29,test,776.0,0.534,0,1,0.408541,0.290000,0.166074,0.275888,0,0,0.695432,0.524338
S47-0973,2025-08-30,test,811.8,0.192,0,0,0.216090,0.290000,0.169266,0.277887,0,0,0.028651,0.077221
S47-0974,2025-08-31,test,822.3,0.387,1,0,0.556730,0.290000,0.380217,0.426699,0,0,0.144565,0.182072
S47-0975,2025-09-01,test,607.1,0.142,0,1,0.113780,0.290000,0.078629,0.224717,0,0,0.848924,0.601064
S47-0976,2025-09-02,test,769.8,0.750,0,1,0.564489,0.290000,0.423109,0.459784,0,0,0.332803,0.291833
S47-0977,2025-09-03,test,391.0,0.458,0,1,0.147669,0.290000,0.132698,0.255533,0,0,0.752213,0.554231
S47-0978,2025-09-04,test,701.5,0.667,0,0,0.451528,0.290000,0.205354,0.301088,0,0,0.042170,0.090654
S47-0979,2025-09-05,test,862.3,0.404,0,0,0.377282,0.290000,0.118482,0.247169,0,0,0.014038,0.061092
S47-0980,2025-09-06,test,567.2,0.762,1,0,0.642814,0.290000,0.584011,0.584658,1,1,0.341069,0.341825
S47-0981,2025-09-07,test,574.2,0.677,0,0,0.366700,0.290000,0.293117,0.361770,0,0,0.085918,0.130877
S47-0982,2025-09-08,test,657.8,0.094,0,0,0.114599,0.290000,0.027881,0.198280,0,0,0.000777,0.039315
S47-0983,2025-09-09,test,389.6,0.416,1,1,0.272257,0.290000,0.115870,0.245652,0,0,0.781687,0.569041
S47-0984,2025-09-10,test,685.5,0.209,1,0,0.328164,0.290000,0.304630,0.370122,0,0,0.092799,0.136991
S47-0985,2025-09-11,test,308.6,0.567,0,0,0.157998,0.290000,0.010621,0.189840,0,0,0.000113,0.036039
S47-0986,2025-09-12,test,532.1,0.813,0,0,0.434209,0.290000,0.199218,0.297065,0,0,0.039688,0.088248
S47-0987,2025-09-13,test,709.7,0.637,1,0,0.654776,0.290000,0.793437,0.730428,1,1,0.629542,0.533525
S47-0988,2025-09-14,test,344.6,0.525,0,0,0.155618,0.290000,0.043486,0.206152,0,0,0.001891,0.042499
S47-0989,2025-09-15,test,807.6,0.340,0,0,0.297925,0.290000,0.220449,0.311113,0,0,0.048598,0.096791
S47-0990,2025-09-16,test,658.7,0.425,0,1,0.259436,0.290000,0.115535,0.245458,0,0,0.782278,0.569333
S47-0991,2025-09-17,test,259.5,0.169,1,0,0.107695,0.290000,0.022604,0.195670,0,0,0.000511,0.038287
S47-0992,2025-09-18,test,615.2,0.168,1,0,0.259148,0.290000,0.118701,0.247296,0,0,0.014090,0.061156
S47-0993,2025-09-19,test,499.6,0.448,0,1,0.188896,0.290000,0.103551,0.238584,0,0,0.803621,0.579755
S47-0994,2025-09-20,test,720.1,0.315,1,0,0.426854,0.290000,0.273014,0.347385,0,0,0.074537,0.120676
S47-0995,2025-09-21,test,774.7,0.271,1,0,0.434651,0.290000,0.223396,0.313091,0,0,0.049906,0.098026
S47-0996,2025-09-22,test,708.7,0.410,0,1,0.280113,0.290000,0.204004,0.300200,0,0,0.633609,0.489720
S47-0997,2025-09-23,test,472.0,0.259,0,0,0.108418,0.290000,0.005752,0.187510,0,0,0.000033,0.035160
S47-0998,2025-09-24,test,499.1,0.754,0,1,0.368025,0.290000,0.143876,0.262239,0,0,0.732948,0.544291
S47-0999,2025-09-25,test,503.6,0.500,0,0,0.215988,0.290000,0.117173,0.246408,0,0,0.013730,0.060717
S47-1000,2025-09-26,test,580.9,0.375,1,0,0.369981,0.290000,0.174394,0.281116,0,0,0.030413,0.079026
S47-1001,2025-09-27,test,810.3,0.920,0,0,0.709076,0.290000,0.630732,0.619640,1,1,0.397822,0.383953
S47-1002,2025-09-28,test,879.3,0.244,0,0,0.282904,0.290000,0.145745,0.263371,0,0,0.021242,0.069364
S47-1003,2025-09-29,test,489.9,0.196,0,0,0.096016,0.290000,0.033209,0.200942,0,0,0.001103,0.040378
S47-1004,2025-09-30,test,596.3,0.567,1,1,0.522460,0.290000,0.679199,0.654658,1,1,0.102913,0.119261
S47-1005,2025-10-01,test,96.5,0.316,0,0,0.044681,0.290000,0.020746,0.194758,0,0,0.000430,0.037931
S47-1006,2025-10-02,test,687.6,0.388,0,0,0.254795,0.290000,0.280657,0.352823,0,0,0.078768,0.124484
S47-1007,2025-10-03,test,305.5,0.481,1,0,0.261054,0.290000,0.064597,0.217164,0,0,0.004173,0.047160
S47-1008,2025-10-04,test,503.7,0.534,0,0,0.233814,0.290000,0.067819,0.218882,0,0,0.004599,0.047910
S47-1009,2025-10-05,test,432.4,0.117,0,0,0.065878,0.290000,0.009105,0.189112,0,0,0.000083,0.035763
S47-1010,2025-10-06,test,500.2,0.691,1,1,0.543291,0.290000,0.287688,0.357859,0,0,0.507389,0.412345
S47-1011,2025-10-07,test,533.3,0.412,0,1,0.187841,0.290000,0.120685,0.248453,0,0,0.773195,0.564823
S47-1012,2025-10-08,test,478.8,0.741,1,1,0.564489,0.290000,0.244083,0.327169,0,0,0.571410,0.452702
S47-1013,2025-10-09,test,667.7,0.579,0,1,0.363571,0.290000,0.173680,0.280665,0,0,0.682805,0.517443
S47-1014,2025-10-10,test,750.2,0.138,0,0,0.163092,0.290000,0.113380,0.244212,0,0,0.012855,0.059639
S47-1015,2025-10-11,test,543.0,0.214,0,0,0.116192,0.290000,0.090708,0.231365,0,0,0.008228,0.053530
S47-1016,2025-10-12,test,679.1,0.551,0,1,0.352128,0.290000,0.147541,0.264463,0,0,0.726686,0.541015
S47-1017,2025-10-13,test,242.4,0.599,0,0,0.144823,0.290000,0.017549,0.193195,0,0,0.000308,0.037324
S47-1018,2025-10-14,test,376.5,0.681,1,0,0.443369,0.290000,0.179565,0.284395,0,0,0.032244,0.080881
S47-1019,2025-10-15,test,815.9,0.319,0,0,0.290017,0.290000,0.191400,0.291986,0,0,0.036634,0.085256
S47-1020,2025-10-16,test,606.3,0.434,0,0,0.235214,0.290000,0.180409,0.284932,0,0,0.032548,0.081187
S47-1021,2025-10-17,test,549.2,0.348,1,1,0.329952,0.290000,0.167098,0.276528,0,0,0.693726,0.523411
S47-1022,2025-10-18,test,611.3,0.478,0,0,0.262677,0.290000,0.101824,0.237604,0,0,0.010368,0.056456
S47-1023,2025-10-19,test,827.2,0.233,0,0,0.246123,0.290000,0.156892,0.270189,0,0,0.024615,0.073002
S47-1024,2025-10-20,test,522.7,0.354,0,0,0.158438,0.290000,0.069828,0.219958,0,0,0.004876,0.048382
S47-1025,2025-10-21,test,176.3,0.800,1,0,0.384356,0.290000,0.207699,0.302633,0,0,0.043139,0.091587
S47-1026,2025-10-22,test,696.2,0.574,1,1,0.601232,0.290000,0.751803,0.704039,1,1,0.061602,0.087593
S47-1027,2025-10-23,test,822.1,0.789,0,1,0.630252,0.290000,0.623638,0.614398,1,1,0.141649,0.148689
S47-1028,2025-10-24,test,366.2,0.203,0,0,0.069629,0.290000,0.007712,0.188446,0,0,0.000059,0.035512
S47-1029,2025-10-25,test,633.7,0.401,0,0,0.232205,0.290000,0.281520,0.353439,0,0,0.079253,0.124919
S47-1030,2025-10-26,test,249.9,0.712,1,0,0.374186,0.290000,0.209766,0.303999,0,0,0.044002,0.092415
S47-1031,2025-10-27,test,734.4,0.680,0,1,0.485804,0.290000,0.288929,0.358752,0,0,0.505622,0.411200
S47-1032,2025-10-28,test,505.3,0.750,0,0,0.369561,0.290000,0.165097,0.275278,0,0,0.027257,0.075778
S47-1033,2025-10-29,test,597.8,0.664,0,1,0.374116,0.290000,0.440435,0.473268,0,0,0.313113,0.277447
S47-1034,2025-10-30,test,532.3,0.175,0,0,0.101734,0.290000,0.084014,0.227664,0,0,0.007058,0.051831
S47-1035,2025-10-31,test,695.0,0.586,0,1,0.387698,0.290000,0.302405,0.368502,0,0,0.486639,0.398789
S47-1036,2025-11-01,test,257.5,0.345,1,0,0.169032,0.290000,0.087824,0.229766,0,0,0.007713,0.052792
S47-1037,2025-11-02,test,624.0,0.388,0,0,0.220286,0.290000,0.094070,0.233240,0,0,0.008849,0.054401
S47-1038,2025-11-03,test,723.0,0.148,0,0,0.156171,0.290000,0.026666,0.197677,0,0,0.000711,0.039076
S47-1039,2025-11-04,test,399.5,0.162,0,0,0.068148,0.290000,0.019397,0.194097,0,0,0.000376,0.037674
S47-1040,2025-11-05,test,918.2,0.516,1,1,0.711484,0.290000,0.899183,0.790420,1,1,0.010164,0.043924
S47-1041,2025-11-06,test,654.0,0.447,0,1,0.269532,0.290000,0.095066,0.233797,0,0,0.818906,0.587066
S47-1042,2025-11-07,test,596.3,0.618,0,0,0.341391,0.290000,0.388483,0.433034,0,0,0.150919,0.187518
S47-1043,2025-11-08,test,663.9,0.358,0,0,0.225430,0.290000,0.033210,0.200943,0,0,0.001103,0.040378
S47-1044,2025-11-09,test,490.8,0.811,0,0,0.402610,0.290000,0.096499,0.234601,0,0,0.009312,0.055038
S47-1045,2025-11-10,test,507.9,0.798,0,1,0.405572,0.290000,0.133172,0.255815,0,0,0.751390,0.553811
S47-1046,2025-11-11,test,489.8,0.143,0,0,0.083051,0.290000,0.033074,0.200875,0,0,0.001094,0.040351
S47-1047,2025-11-12,test,924.7,0.527,0,0,0.513772,0.290000,0.317187,0.379322,0,0,0.100607,0.143885
S47-1048,2025-11-13,test,773.6,0.211,0,0,0.206492,0.290000,0.253547,0.333716,0,0,0.064286,0.111366
S47-1049,2025-11-14,test,645.9,0.603,1,1,0.585817,0.290000,0.575056,0.577843,1,1,0.180577,0.178217
S47-1050,2025-11-15,test,632.9,0.868,1,1,0.750766,0.290000,0.493738,0.514907,0,1,0.256301,0.235316
S47-1051,2025-11-16,test,785.6,0.675,1,1,0.727465,0.290000,0.865980,0.772702,1,1,0.017961,0.051664
S47-1052,2025-11-17,test,561.5,0.240,1,1,0.269827,0.290000,0.114923,0.245104,0,0,0.783360,0.569868
S47-1053,2025-11-18,test,715.4,0.556,0,0,0.380883,0.290000,0.113317,0.244176,0,0,0.012841,0.059622
S47-1054,2025-11-19,test,552.4,0.396,1,1,0.364751,0.290000,0.145001,0.262920,0,0,0.731023,0.543287
S47-1055,2025-11-20,test,700.7,0.818,0,0,0.563677,0.290000,0.296669,0.364338,0,0,0.088012,0.132742
S47-1056,2025-11-21,test,487.3,0.344,0,0,0.141110,0.290000,0.059236,0.214328,0,0,0.003509,0.045937
S47-1057,2025-11-22,test,815.3,0.348,0,1,0.307869,0.290000,0.205698,0.301314,0,0,0.630915,0.488162
S47-1058,2025-11-23,test,569.7,0.190,0,0,0.117026,0.290000,0.195450,0.294611,0,0,0.038201,0.086796
S47-1059,2025-11-24,test,535.0,0.420,0,0,0.192321,0.290000,0.115462,0.245416,0,0,0.013332,0.060229
S47-1060,2025-11-25,test,1210.8,0.849,0,1,0.867542,0.290000,0.651577,0.634878,1,1,0.121399,0.133314
S47-1061,2025-11-26,test,735.8,0.551,1,1,0.613109,0.290000,0.678731,0.654327,1,1,0.103214,0.119490
S47-1062,2025-11-27,test,725.9,0.507,0,0,0.354046,0.290000,0.315872,0.378355,0,0,0.099775,0.143152
S47-1063,2025-11-28,test,568.8,0.295,0,0,0.153345,0.290000,0.181481,0.285616,0,0,0.032935,0.081576
S47-1064,2025-11-29,test,818.4,0.147,0,0,0.197214,0.290000,0.043742,0.206283,0,0,0.001913,0.042553
S47-1065,2025-11-30,test,453.5,0.318,1,0,0.252467,0.290000,0.085578,0.228525,0,0,0.007324,0.052224
S47-1066,2025-12-01,test,525.0,0.273,1,0,0.267763,0.290000,0.085078,0.228249,0,0,0.007238,0.052098
S47-1067,2025-12-02,test,323.2,0.231,1,1,0.149643,0.290000,0.023091,0.195910,0,0,0.954352,0.646561
S47-1068,2025-12-03,test,535.9,0.857,0,1,0.469712,0.290000,0.177948,0.283367,0,0,0.675770,0.513563
S47-1069,2025-12-04,test,782.0,0.216,0,1,0.213157,0.290000,0.282935,0.354451,0,0,0.514182,0.416733
S47-1070,2025-12-05,test,806.7,0.602,0,1,0.481533,0.290000,0.603053,0.599040,1,1,0.157567,0.160769
S47-1071,2025-12-06,test,487.2,0.489,0,0,0.202394,0.290000,0.117719,0.246725,0,0,0.013858,0.060873
S47-1072,2025-12-07,test,199.6,0.459,0,0,0.089138,0.290000,0.021166,0.194964,0,0,0.000448,0.038011
S47-1073,2025-12-08,test,398.9,0.878,1,1,0.606041,0.290000,0.146981,0.264122,0,0,0.727642,0.541517
S47-1074,2025-12-09,test,554.8,0.557,1,0,0.483856,0.290000,0.652682,0.635678,1,1,0.425993,0.404087
S47-1075,2025-12-10,test,621.1,0.426,0,1,0.238904,0.290000,0.244719,0.327607,0,0,0.570449,0.452113
S47-1076,2025-12-11,test,621.1,0.190,0,0,0.133924,0.290000,0.076243,0.223419,0,0,0.005813,0.049916
S47-1077,2025-12-12,test,501.7,0.460,1,0,0.374046,0.290000,0.229793,0.317409,0,0,0.052805,0.100749
S47-1078,2025-12-13,test,684.4,0.723,1,1,0.694703,0.290000,0.791490,0.729227,1,1,0.043476,0.073318
S47-1079,2025-12-14,test,1105.3,0.446,0,0,0.587563,0.290000,0.596693,0.594254,1,1,0.356042,0.353138
S47-1080,2025-12-15,test,421.7,0.453,0,0,0.157639,0.290000,0.067999,0.218978,0,0,0.004624,0.047952
S47-1081,2025-12-16,test,724.1,0.221,0,1,0.187750,0.290000,0.170762,0.278826,0,0,0.687635,0.520092
S47-1082,2025-12-17,test,657.7,0.421,1,0,0.459116,0.290000,0.249232,0.330723,0,0,0.062117,0.109377
S47-1083,2025-12-18,test,706.0,0.629,0,0,0.426780,0.290000,0.262306,0.339834,0,0,0.068805,0.115487
S47-1084,2025-12-19,test,562.4,0.111,0,0,0.092810,0.290000,0.186343,0.288728,0,0,0.034724,0.083364
S47-1085,2025-12-20,test,792.4,0.584,1,1,0.674630,0.290000,0.853196,0.765605,1,1,0.021551,0.054941
S47-1086,2025-12-21,test,383.6,0.545,0,0,0.180317,0.290000,0.085789,0.228641,0,0,0.007360,0.052277
S47-1087,2025-12-22,test,446.1,0.304,0,0,0.114083,0.290000,0.028562,0.198619,0,0,0.000816,0.039450
S47-1088,2025-12-23,test,495.9,0.127,1,0,0.177804,0.290000,0.068338,0.219160,0,0,0.004670,0.048031
S47-1089,2025-12-24,test,918.1,0.212,0,0,0.287061,0.290000,0.242964,0.326399,0,0,0.059031,0.106536
S47-1090,2025-12-25,test,352.0,0.421,1,0,0.253317,0.290000,0.089697,0.230803,0,0,0.008045,0.053270
S47-1091,2025-12-26,test,647.6,0.343,0,0,0.209457,0.290000,0.015944,0.192413,0,0,0.000254,0.037023
S47-1092,2025-12-27,test,740.4,0.117,0,0,0.150869,0.290000,0.096563,0.234637,0,0,0.009324,0.055055
S47-1093,2025-12-28,test,288.2,0.286,0,0,0.070607,0.290000,0.005435,0.187359,0,0,0.000030,0.035103
S47-1094,2025-12-29,test,342.7,0.828,0,1,0.312620,0.290000,0.142370,0.261329,0,0,0.735529,0.545635
S47-1095,2025-12-30,test,453.3,0.363,0,0,0.135744,0.290000,0.031566,0.200119,0,0,0.000996,0.040047
S47-1096,2025-12-31,test,292.4,0.663,0,0,0.192507,0.290000,0.120874,0.248563,0,0,0.014610,0.061784
S47-1097,2026-01-01,test,668.4,0.258,0,0,0.179344,0.290000,0.083917,0.227610,0,0,0.007042,0.051807
S47-1098,2026-01-02,test,881.9,0.477,0,0,0.444406,0.290000,0.369818,0.418764,0,0,0.136765,0.175363
S47-1099,2026-01-03,test,566.9,0.462,1,1,0.422309,0.290000,0.388741,0.433232,0,0,0.373638,0.321226
S47-1100,2026-01-04,test,562.5,0.752,0,0,0.411807,0.290000,0.294799,0.362985,0,0,0.086907,0.131758
S47-1101,2026-01-05,test,500.3,0.606,0,0,0.272674,0.290000,0.088208,0.229978,0,0,0.007781,0.052890
S47-1102,2026-01-06,test,238.4,0.264,0,1,0.057714,0.290000,0.005435,0.187359,0,0,0.989159,0.660385
S47-1103,2026-01-07,test,586.3,0.357,0,0,0.186927,0.290000,0.114741,0.244998,0,0,0.013165,0.060024
S47-1104,2026-01-08,test,493.4,0.108,0,0,0.076153,0.290000,0.036021,0.202358,0,0,0.001298,0.040949
S47-1105,2026-01-09,test,504.6,0.416,1,1,0.345654,0.290000,0.122565,0.249552,0,0,0.769892,0.563172
S47-1106,2026-01-10,test,487.4,0.406,0,0,0.165232,0.290000,0.100895,0.237079,0,0,0.010180,0.056206
S47-1107,2026-01-11,test,333.5,0.227,0,0,0.067957,0.290000,0.005435,0.187359,0,0,0.000030,0.035103
S47-1108,2026-01-12,test,357.4,0.962,1,1,0.636036,0.290000,0.162981,0.273960,0,0,0.700601,0.527134
S47-1109,2026-01-13,test,687.9,0.228,1,1,0.342471,0.290000,0.346431,0.401077,0,0,0.427153,0.358709
S47-1110,2026-01-14,test,488.8,0.532,0,0,0.224854,0.290000,0.072381,0.221331,0,0,0.005239,0.048987
S47-1111,2026-01-15,test,759.2,0.623,0,0,0.461725,0.290000,0.513826,0.530577,1,1,0.264018,0.281512
S47-1112,2026-01-16,test,337.3,0.471,1,0,0.273865,0.290000,0.128622,0.253116,0,0,0.016544,0.064068
S47-1113,2026-01-17,test,464.2,0.385,1,0,0.298930,0.290000,0.044538,0.206690,0,0,0.001984,0.042721
S47-1114,2026-01-18,test,522.8,0.484,0,0,0.217618,0.290000,0.079768,0.225338,0,0,0.006363,0.050777
S47-1115,2026-01-19,test,664.6,0.309,0,0,0.201138,0.290000,0.031275,0.199973,0,0,0.000978,0.039989
S47-1116,2026-01-20,test,461.0,0.835,0,0,0.398433,0.290000,0.069079,0.219557,0,0,0.004772,0.048205
S47-1117,2026-01-21,test,319.7,0.457,0,0,0.122400,0.290000,0.042041,0.205413,0,0,0.001767,0.042195
S47-1118,2026-01-22,test,593.3,0.275,0,0,0.155106,0.290000,0.083119,0.227172,0,0,0.006909,0.051607
S47-1119,2026-01-23,test,521.6,0.296,0,0,0.136202,0.290000,0.086565,0.229069,0,0,0.007493,0.052473
S47-1120,2026-01-24,test,720.6,0.348,1,1,0.451602,0.290000,0.293878,0.362320,0,0,0.498608,0.406636
S47-1121,2026-01-25,test,1003.9,0.310,0,1,0.411371,0.290000,0.369517,0.418535,0,0,0.397508,0.338101
S47-1122,2026-01-26,test,893.5,0.607,1,1,0.750541,0.290000,0.932950,0.807376,1,1,0.004496,0.037104
S47-1123,2026-01-27,test,1030.4,0.361,1,1,0.684429,0.290000,0.598711,0.595775,1,1,0.161033,0.163398
S47-1124,2026-01-28,test,277.2,0.265,1,0,0.145120,0.290000,0.021559,0.195156,0,0,0.000465,0.038086
