sample_size,replicate_id,sample_mean_weekly_units,population_mean_weekly_units,population_sd_weekly_units,theoretical_se_units,sampling_method
1,428,1440.9,1041.901,612.589,612.589,Independent sampling with replacement
1,429,790.7,1041.901,612.589,612.589,Independent sampling with replacement
1,430,698.3,1041.901,612.589,612.589,Independent sampling with replacement
1,431,1854.0,1041.901,612.589,612.589,Independent sampling with replacement
1,432,1311.2,1041.901,612.589,612.589,Independent sampling with replacement
1,433,669.8,1041.901,612.589,612.589,Independent sampling with replacement
1,434,844.0,1041.901,612.589,612.589,Independent sampling with replacement
1,435,661.2,1041.901,612.589,612.589,Independent sampling with replacement
1,436,640.8,1041.901,612.589,612.589,Independent sampling with replacement
1,437,2106.0,1041.901,612.589,612.589,Independent sampling with replacement
1,438,1105.9,1041.901,612.589,612.589,Independent sampling with replacement
1,439,400.8,1041.901,612.589,612.589,Independent sampling with replacement
1,440,275.3,1041.901,612.589,612.589,Independent sampling with replacement
1,441,1204.1,1041.901,612.589,612.589,Independent sampling with replacement
1,442,832.3,1041.901,612.589,612.589,Independent sampling with replacement
1,443,1440.9,1041.901,612.589,612.589,Independent sampling with replacement
1,444,324.1,1041.901,612.589,612.589,Independent sampling with replacement
1,445,263.1,1041.901,612.589,612.589,Independent sampling with replacement
1,446,675.6,1041.901,612.589,612.589,Independent sampling with replacement
1,447,711.9,1041.901,612.589,612.589,Independent sampling with replacement
1,448,3354.4,1041.901,612.589,612.589,Independent sampling with replacement
1,449,439.9,1041.901,612.589,612.589,Independent sampling with replacement
1,450,522.6,1041.901,612.589,612.589,Independent sampling with replacement
1,451,1795.4,1041.901,612.589,612.589,Independent sampling with replacement
1,452,1546.1,1041.901,612.589,612.589,Independent sampling with replacement
1,453,1779.2,1041.901,612.589,612.589,Independent sampling with replacement
1,454,1073.2,1041.901,612.589,612.589,Independent sampling with replacement
1,455,515.0,1041.901,612.589,612.589,Independent sampling with replacement
1,456,778.0,1041.901,612.589,612.589,Independent sampling with replacement
1,457,337.1,1041.901,612.589,612.589,Independent sampling with replacement
1,458,1169.3,1041.901,612.589,612.589,Independent sampling with replacement
1,459,1767.2,1041.901,612.589,612.589,Independent sampling with replacement
1,460,1201.2,1041.901,612.589,612.589,Independent sampling with replacement
1,461,1660.2,1041.901,612.589,612.589,Independent sampling with replacement
1,462,1222.4,1041.901,612.589,612.589,Independent sampling with replacement
1,463,2514.3,1041.901,612.589,612.589,Independent sampling with replacement
1,464,3520.0,1041.901,612.589,612.589,Independent sampling with replacement
1,465,471.1,1041.901,612.589,612.589,Independent sampling with replacement
1,466,2115.4,1041.901,612.589,612.589,Independent sampling with replacement
1,467,1221.3,1041.901,612.589,612.589,Independent sampling with replacement
1,468,996.6,1041.901,612.589,612.589,Independent sampling with replacement
1,469,592.8,1041.901,612.589,612.589,Independent sampling with replacement
1,470,1250.3,1041.901,612.589,612.589,Independent sampling with replacement
1,471,694.2,1041.901,612.589,612.589,Independent sampling with replacement
1,472,991.6,1041.901,612.589,612.589,Independent sampling with replacement
1,473,600.9,1041.901,612.589,612.589,Independent sampling with replacement
1,474,2006.6,1041.901,612.589,612.589,Independent sampling with replacement
1,475,807.9,1041.901,612.589,612.589,Independent sampling with replacement
1,476,1270.1,1041.901,612.589,612.589,Independent sampling with replacement
1,477,1333.0,1041.901,612.589,612.589,Independent sampling with replacement
1,478,1508.9,1041.901,612.589,612.589,Independent sampling with replacement
1,479,299.1,1041.901,612.589,612.589,Independent sampling with replacement
1,480,1275.7,1041.901,612.589,612.589,Independent sampling with replacement
1,481,433.6,1041.901,612.589,612.589,Independent sampling with replacement
1,482,773.9,1041.901,612.589,612.589,Independent sampling with replacement
1,483,571.3,1041.901,612.589,612.589,Independent sampling with replacement
1,484,1834.5,1041.901,612.589,612.589,Independent sampling with replacement
1,485,369.0,1041.901,612.589,612.589,Independent sampling with replacement
1,486,752.8,1041.901,612.589,612.589,Independent sampling with replacement
1,487,523.7,1041.901,612.589,612.589,Independent sampling with replacement
1,488,360.6,1041.901,612.589,612.589,Independent sampling with replacement
1,489,2384.9,1041.901,612.589,612.589,Independent sampling with replacement
1,490,736.5,1041.901,612.589,612.589,Independent sampling with replacement
1,491,2287.9,1041.901,612.589,612.589,Independent sampling with replacement
1,492,2710.6,1041.901,612.589,612.589,Independent sampling with replacement
1,493,729.5,1041.901,612.589,612.589,Independent sampling with replacement
1,494,833.7,1041.901,612.589,612.589,Independent sampling with replacement
1,495,439.5,1041.901,612.589,612.589,Independent sampling with replacement
1,496,972.6,1041.901,612.589,612.589,Independent sampling with replacement
1,497,1397.4,1041.901,612.589,612.589,Independent sampling with replacement
1,498,2639.5,1041.901,612.589,612.589,Independent sampling with replacement
1,499,1373.6,1041.901,612.589,612.589,Independent sampling with replacement
1,500,402.9,1041.901,612.589,612.589,Independent sampling with replacement
1,501,2005.9,1041.901,612.589,612.589,Independent sampling with replacement
1,502,1759.2,1041.901,612.589,612.589,Independent sampling with replacement
1,503,3228.1,1041.901,612.589,612.589,Independent sampling with replacement
1,504,786.0,1041.901,612.589,612.589,Independent sampling with replacement
1,505,1176.5,1041.901,612.589,612.589,Independent sampling with replacement
1,506,2486.7,1041.901,612.589,612.589,Independent sampling with replacement
1,507,968.9,1041.901,612.589,612.589,Independent sampling with replacement
1,508,735.3,1041.901,612.589,612.589,Independent sampling with replacement
1,509,445.7,1041.901,612.589,612.589,Independent sampling with replacement
1,510,571.2,1041.901,612.589,612.589,Independent sampling with replacement
1,511,1158.1,1041.901,612.589,612.589,Independent sampling with replacement
1,512,337.3,1041.901,612.589,612.589,Independent sampling with replacement
1,513,544.5,1041.901,612.589,612.589,Independent sampling with replacement
1,514,784.3,1041.901,612.589,612.589,Independent sampling with replacement
1,515,561.0,1041.901,612.589,612.589,Independent sampling with replacement
1,516,323.6,1041.901,612.589,612.589,Independent sampling with replacement
1,517,1493.6,1041.901,612.589,612.589,Independent sampling with replacement
1,518,1049.6,1041.901,612.589,612.589,Independent sampling with replacement
1,519,3733.7,1041.901,612.589,612.589,Independent sampling with replacement
1,520,871.3,1041.901,612.589,612.589,Independent sampling with replacement
1,521,2375.8,1041.901,612.589,612.589,Independent sampling with replacement
1,522,303.1,1041.901,612.589,612.589,Independent sampling with replacement
1,523,1458.2,1041.901,612.589,612.589,Independent sampling with replacement
1,524,452.9,1041.901,612.589,612.589,Independent sampling with replacement
1,525,2471.5,1041.901,612.589,612.589,Independent sampling with replacement
1,526,2656.8,1041.901,612.589,612.589,Independent sampling with replacement
1,527,1114.2,1041.901,612.589,612.589,Independent sampling with replacement
1,528,729.3,1041.901,612.589,612.589,Independent sampling with replacement
1,529,1012.0,1041.901,612.589,612.589,Independent sampling with replacement
1,530,1697.7,1041.901,612.589,612.589,Independent sampling with replacement
1,531,269.8,1041.901,612.589,612.589,Independent sampling with replacement
1,532,1715.9,1041.901,612.589,612.589,Independent sampling with replacement
1,533,1517.5,1041.901,612.589,612.589,Independent sampling with replacement
1,534,722.2,1041.901,612.589,612.589,Independent sampling with replacement
1,535,732.2,1041.901,612.589,612.589,Independent sampling with replacement
1,536,741.9,1041.901,612.589,612.589,Independent sampling with replacement
1,537,931.8,1041.901,612.589,612.589,Independent sampling with replacement
1,538,812.2,1041.901,612.589,612.589,Independent sampling with replacement
1,539,426.2,1041.901,612.589,612.589,Independent sampling with replacement
1,540,725.3,1041.901,612.589,612.589,Independent sampling with replacement
1,541,1603.6,1041.901,612.589,612.589,Independent sampling with replacement
1,542,443.2,1041.901,612.589,612.589,Independent sampling with replacement
1,543,393.9,1041.901,612.589,612.589,Independent sampling with replacement
1,544,3128.4,1041.901,612.589,612.589,Independent sampling with replacement
1,545,646.2,1041.901,612.589,612.589,Independent sampling with replacement
1,546,764.4,1041.901,612.589,612.589,Independent sampling with replacement
1,547,1838.3,1041.901,612.589,612.589,Independent sampling with replacement
1,548,522.6,1041.901,612.589,612.589,Independent sampling with replacement
1,549,1287.6,1041.901,612.589,612.589,Independent sampling with replacement
1,550,1220.7,1041.901,612.589,612.589,Independent sampling with replacement
1,551,1296.6,1041.901,612.589,612.589,Independent sampling with replacement
1,552,1794.8,1041.901,612.589,612.589,Independent sampling with replacement
1,553,1513.6,1041.901,612.589,612.589,Independent sampling with replacement
1,554,544.7,1041.901,612.589,612.589,Independent sampling with replacement
1,555,375.5,1041.901,612.589,612.589,Independent sampling with replacement
1,556,1056.7,1041.901,612.589,612.589,Independent sampling with replacement
1,557,660.7,1041.901,612.589,612.589,Independent sampling with replacement
1,558,669.8,1041.901,612.589,612.589,Independent sampling with replacement
1,559,838.1,1041.901,612.589,612.589,Independent sampling with replacement
1,560,585.1,1041.901,612.589,612.589,Independent sampling with replacement
1,561,947.1,1041.901,612.589,612.589,Independent sampling with replacement
1,562,729.3,1041.901,612.589,612.589,Independent sampling with replacement
1,563,665.9,1041.901,612.589,612.589,Independent sampling with replacement
1,564,1184.4,1041.901,612.589,612.589,Independent sampling with replacement
1,565,369.6,1041.901,612.589,612.589,Independent sampling with replacement
1,566,1253.8,1041.901,612.589,612.589,Independent sampling with replacement
1,567,1240.8,1041.901,612.589,612.589,Independent sampling with replacement
1,568,1053.4,1041.901,612.589,612.589,Independent sampling with replacement
1,569,378.9,1041.901,612.589,612.589,Independent sampling with replacement
1,570,484.6,1041.901,612.589,612.589,Independent sampling with replacement
1,571,587.2,1041.901,612.589,612.589,Independent sampling with replacement
1,572,857.9,1041.901,612.589,612.589,Independent sampling with replacement
1,573,851.5,1041.901,612.589,612.589,Independent sampling with replacement
1,574,750.9,1041.901,612.589,612.589,Independent sampling with replacement
1,575,637.6,1041.901,612.589,612.589,Independent sampling with replacement
1,576,394.5,1041.901,612.589,612.589,Independent sampling with replacement
1,577,1511.5,1041.901,612.589,612.589,Independent sampling with replacement
1,578,868.4,1041.901,612.589,612.589,Independent sampling with replacement
1,579,497.3,1041.901,612.589,612.589,Independent sampling with replacement
1,580,663.0,1041.901,612.589,612.589,Independent sampling with replacement
1,581,520.7,1041.901,612.589,612.589,Independent sampling with replacement
1,582,558.5,1041.901,612.589,612.589,Independent sampling with replacement
1,583,475.4,1041.901,612.589,612.589,Independent sampling with replacement
1,584,1013.9,1041.901,612.589,612.589,Independent sampling with replacement
1,585,2157.4,1041.901,612.589,612.589,Independent sampling with replacement
1,586,599.9,1041.901,612.589,612.589,Independent sampling with replacement
1,587,1687.6,1041.901,612.589,612.589,Independent sampling with replacement
1,588,617.9,1041.901,612.589,612.589,Independent sampling with replacement
1,589,966.4,1041.901,612.589,612.589,Independent sampling with replacement
